S.No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
1416,Maruti Swift Dzire VDI,Delhi,2015,76128,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.5
2361,Maruti Swift Dzire LDI,Delhi,2015,53503,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5
2470,Maruti Swift Dzire LDI,Jaipur,2015,144000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.25
2614,Maruti Swift Dzire LDI,Pune,2016,39000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.8
2777,Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.5
2967,Maruti Swift Dzire LDI,Delhi,2015,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.85
3341,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.25
3647,Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.95
3712,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.5
3726,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,3
3841,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,,7.65
3947,Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,6
4400,Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,,6.75
4557,Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.95
4611,Maruti Swift Dzire LDI,Kolkata,2016,85450,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4
4716,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.9
4893,Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.69
4975,Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.7
4991,Maruti Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,3.6
4992,Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.5
5042,Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.5
5178,Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,6.5
5606,Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5,,4.5
5628,Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,6.85
329,Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5,,1.4
1136,Maruti Zen Estilo LXI Green (CNG),Ahmedabad,2011,76000,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5,,2
2284,Maruti Ciaz VDi,Jaipur,2017,62691,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,7.5
2474,Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,9.32
2607,Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,,5.75
3064,Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,6.9
3957,Maruti Ciaz ZDi Plus,Jaipur,2015,65218,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,7.4
4094,Maruti Ciaz ZDi,Delhi,2015,46166,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,,5.5
4794,Maruti Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,6.5
4846,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,8.75
5586,Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,,7.4
937,Maruti Wagon R LXI LPG BSIV,Hyderabad,2012,72000,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,2.85
1219,Maruti Wagon R LXI CNG,Pune,2015,70000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,3.65
2639,Maruti Wagon R LXI CNG,Pune,2012,90400,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,2.9
3098,Maruti Wagon R LXI CNG,Pune,2012,92000,CNG,Manual,Second,26.2 km/kg,998 CC,58.2 bhp,5,,3
3456,Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,3.5
5507,Maruti Wagon R Duo LX BSIII,Hyderabad,2012,72389,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,3.2
5903,Maruti Wagon R LXI CNG,Mumbai,2012,72000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,2.25
5998,Maruti Wagon R Duo Lxi,Jaipur,2010,70000,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,2.27
1545,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,9.79 Lakh,7.29
2080,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,9.4 Lakh,8.41
3301,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,7.56 Lakh,5.65
4951,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,8.91 Lakh,6
161,Honda City i DTEC V,Kochi,2015,42831,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,7.11
901,Honda City i DTec V,Coimbatore,2016,60805,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,8.07
1127,Honda City i DTec VX,Coimbatore,2018,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,11.73
1181,Honda City i DTEC S,Ahmedabad,2014,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,5.7
1340,Honda City i DTec E,Coimbatore,2016,24337,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,8.18
1378,Honda City i DTec V,Coimbatore,2017,73003,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,7.75
1435,Honda City i DTEC V,Kolkata,2014,36000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,5
1536,Honda City i DTEC SV,Hyderabad,2014,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.99
1558,Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,7
1714,Tata Nano Lx,Pune,2011,65000,Petrol,Manual,Second,26.0 kmpl,624 CC,35 bhp,4,,0.44
1802,Tata Nano Lx BSIV,Kochi,2012,4187,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4,,1.38
1868,Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,7.52
2077,Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,4.45
2294,Tata Nano Lx,Coimbatore,2013,37287,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4,,1.74
2606,Tata Nano Cx,Jaipur,2010,57000,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4,,0.5
3020,Honda City i DTEC V,Ahmedabad,2015,77000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.98
3367,Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.15
3457,Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,7.25
4160,Honda City i DTEC SV,Hyderabad,2014,90000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.75
4218,Honda City i DTEC SV,Ahmedabad,2014,75000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6
4367,Honda City i DTec S,Jaipur,2015,78233,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.6
4411,Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,5.5
4549,Honda City i DTEC SV,Kolkata,2014,45000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,4.75
4850,Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,5.7
5026,Honda City i DTEC SV,Delhi,2015,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,5.95
5259,Honda City i DTEC V,Kolkata,2014,56002,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.1
5479,Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.22
5550,Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,11
5657,Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.83
5753,Honda City i DTEC V,Hyderabad,2016,53000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,9.75
5827,Honda City i DTEC S,Coimbatore,2017,65792,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,8.11
1072,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5,,4.55
1727,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,7.55
2883,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.29
3577,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.1
3635,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.1
3990,Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,70000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,4.6
4242,Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.5
5304,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,4.8
5695,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5,,6.41
5818,Ford Figo Aspire 1.5 TDCi Titanium,Chennai,2016,37294,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.75
5850,Ford Figo 1.5D Trend MT,Pune,2016,115000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,4.5
5939,Ford Figo Aspire 1.5 TDCi Titanium Plus,Kochi,2016,33554,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,6.22
17,Honda Amaze S i-Dtech,Kochi,2016,58950,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.4
96,Honda Amaze SX i-DTEC,Kolkata,2015,30000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.5
142,Honda Amaze SX i-DTEC,Kolkata,2014,45044,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.7
196,Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.5
198,Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.25
222,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,3.5
347,Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.45
566,Honda Amaze VX i-DTEC,Kochi,2015,62550,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.6
684,Honda Amaze EX i-Dtech,Bangalore,2013,33800,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.7
892,Honda Amaze S i-Dtech,Delhi,2015,48000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.5
1463,Honda Amaze VX i-DTEC,Chennai,2016,15388,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,7.5
1565,Honda Amaze SX i-DTEC,Kolkata,2014,36000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.25
1607,Honda Amaze VX i-DTEC,Kochi,2015,61691,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.38
1663,Honda Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.65
1786,Honda Amaze VX i-DTEC,Hyderabad,2014,97236,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.4
1841,Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.8
2176,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4
2274,Honda Amaze S i-Dtech,Pune,2014,52000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.1
2340,Honda Amaze S i-Dtech,Pune,2014,48000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.5
2556,Honda Amaze E i-Dtech,Pune,2016,62000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,6.1
2654,Honda Amaze S i-DTEC,Jaipur,2015,60207,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.5
2766,Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.5
2876,Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.4
2954,Honda Amaze S i-Dtech,Kolkata,2013,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.2
3141,Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.27
3239,Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.65
3259,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.1
3268,Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.45
3376,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.35
3439,Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.25
3526,Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.5
3695,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.4
4280,Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.75
4490,Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.43
4548,Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.25
4606,Honda Amaze S i-Dtech,Ahmedabad,2014,61297,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.35
4641,Honda Amaze VX i-DTEC,Delhi,2013,75348,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.75
4741,Honda Amaze S i-Dtech,Bangalore,2013,61510,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.75
4830,Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.5
4866,Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.77
4889,Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.25
4987,Honda Amaze VX i-DTEC,Kolkata,2013,38001,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.9
5226,Honda Amaze VX i-DTEC,Pune,2016,138000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.15
5391,Honda Amaze S i-Dtech,Jaipur,2014,76414,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.95
5404,Honda Amaze S i-Dtech,Kolkata,2013,46992,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.75
5457,Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.41
5538,Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,3.3
5547,Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,6.3
5601,Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3
5959,Honda Amaze S i-Dtech,Jaipur,2015,91000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.68
6014,Honda Amaze VX i-DTEC,Coimbatore,2015,70602,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.83
2252,Honda City i-DTEC ZX,Hyderabad,2017,46000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,16.95 Lakh,12.9
3551,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,16.84 Lakh,12
4206,Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,12.23 Lakh,5.49
5831,Honda City i-DTEC SV,Hyderabad,2015,82000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,13.33 Lakh,8
763,Ford Figo Titanium Diesel,Kolkata,2015,72035,Diesel,Manual,First,25.5 kmpl,1498 CC,99 bhp,5,7.65 Lakh,2.5
194,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,12.74 Lakh,8.5
556,Maruti Ertiga ZDI,Pune,2013,105000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,7,12.34 Lakh,6.75
742,Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,10.41 Lakh,7.75
1073,Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.27 Lakh,7
2139,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.75 Lakh,4.85
2388,Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.16 Lakh,7.65
2991,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.66 Lakh,9.25
3843,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,13.33 Lakh,9.9
4189,Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,7,10.99 Lakh,8.2
4309,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.44 Lakh,7.56
4681,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.27 Lakh,7.64
5397,Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,10.83 Lakh,8.49
180,Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,1.5
241,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.65
721,Chevrolet Beat Diesel LT,Bangalore,2012,40700,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.65
978,Chevrolet Beat Diesel PS,Bangalore,2012,65000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.4
1026,Chevrolet Beat Diesel,Kochi,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.47
1061,Chevrolet Beat Diesel LT,Chennai,2011,109500,Diesel,Manual,Third,25.44 kmpl,936 CC,57.6 bhp,5,,1.5
1429,Chevrolet Beat Diesel LS,Kochi,2016,83629,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,,3.15
2445,Chevrolet Beat Diesel LS,Coimbatore,2014,55012,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5,,3.7
2480,Chevrolet Beat Diesel LS,Kochi,2013,44378,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,3.85
2761,Chevrolet Beat Diesel LS,Chennai,2012,58000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.1
2857,Chevrolet Beat Diesel LT,Coimbatore,2013,75421,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,,3.63
3332,Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,,2.4
3486,Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,1.55
4896,Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.5
4942,Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.7
5445,Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,1.9
5542,Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,,2.5
5676,Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.8
5689,Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5,,2.25
5694,Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,,2.35
6019,Chevrolet Beat Diesel,Hyderabad,2011,47000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.5
42,Tata Nano LX SE,Kochi,2014,19698,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,,1.53
113,Tata Nano Twist XT,Bangalore,2014,25500,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,,2.15
524,Tata Nano Twist XT,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,,1
762,Tata Nano Lx BSIV,Chennai,2011,35000,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,,1.6
870,Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,8.56 Lakh,5.9
1459,Tata Nano LX,Pune,2013,4700,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,,1.2
2453,Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,,3.55
2646,Tata Nano Twist XT,Coimbatore,2015,19963,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,,1.74
3053,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,8.84 Lakh,3.5
3158,Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,,1.6
3648,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,,5.49
4562,Tata Nano Cx BSIV,Coimbatore,2014,42083,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,,1.68
4966,Tata Nano STD SE,Jaipur,2012,80000,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,,0.53
5051,Tata Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,,1
5360,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,8.23 Lakh,4.2
5388,Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,,2.13
